".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(phosphorus)","TPRS",NA,0.105873279093389,0.0335958389405649,NA,0.0504438752156809,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0925612298433953,0.033526678317696,NA,0.0522337481839417,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0790601926000882,0.0335043000638613,NA,0.0540236211522026,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0656394165986509,0.0335159871929576,NA,0.0558134941204634,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0525449878492462,0.0335480438276051,NA,0.0576033670887243,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0399887434662881,0.0335909436901601,NA,0.0593932400569851,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0281372563587972,0.0336433198496926,NA,0.061183113025246,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.0171068339754461,0.0337122263428091,NA,0.0629729859935068,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,0.00696289762537188,0.0338098654217423,NA,0.0647628589617677,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.00228216528777336,0.0339486457180558,NA,0.0665527319300285,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0106653592444218,0.0341356163204092,NA,0.0683426048982894,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0182659230625689,0.0343688368505952,NA,0.0701324778665502,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0251958435738193,0.0346372745928887,NA,0.071922350834811,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.031588835375994,0.0349242208751207,NA,0.0737122238030719,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0375886679332541,0.0352127327974782,NA,0.0755020967713327,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0433377305842213,0.0354908694054941,NA,0.0772919697395936,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0489666592575945,0.035754739991546,NA,0.0790818427078544,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0545858385129161,0.0360083357951627,NA,0.0808717156761153,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0602823822422972,0.0362597432334424,NA,0.0826615886443761,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0661199349964267,0.0365164406649355,NA,0.084451461612637,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0721370960502863,0.036782421523874,NA,0.0862413345808978,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0783483062089807,0.0370570263935688,NA,0.0880312075491586,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0847460085247764,0.0373356661641467,NA,0.0898210805174195,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0913105451317971,0.0376099273189041,NA,0.0916109534856804,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.0980131816327682,0.0378718727944952,NA,0.0934008264539412,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.104818255533986,0.0381192629609363,NA,0.095190699422202,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.111688093576578,0.0383578938036003,NA,0.0969805723904629,NA,NA,NA,NA
"s(phosphorus)","TPRS",NA,-0.118587605032518,0.0385992493605326,NA,0.0987704453587237,NA,NA,NA,NA
